지점명,일시,평균기온(°C),평균최고기온(°C),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),연,월이름,월,계절,계절_index
서울,2012-01-01,-2.8,1.3,49,6.7,2.5,,,,,
서울,2012-02-01,-2,3,43,0.8,2.9,,,,,
서울,2012-03-01,5.1,9.5,52,47.4,3.5,,,,,
서울,2012-04-01,12.3,17.9,54,157,3.4,,,,,
서울,2012-05-01,19.7,25.1,48,8.2,2.7,,,,,
서울,2012-06-01,24.1,29.7,54,91.9,2.8,,,,,
서울,2012-07-01,25.4,29,74,448.9,2.7,,,,,
서울,2012-08-01,27.1,30.9,68,464.9,3,,,,,
서울,2012-09-01,21,25,65,212,2.3,,,,,
서울,2012-10-01,15.3,20.5,58,99.3,2.3,,,,,
서울,2012-11-01,5.5,9.5,57,67.8,2.7,,,,,
서울,2012-12-01,-4.1,-0.5,57,41.4,2.7,,,,,
서울,2013-01-01,-3.4,0.3,57,22.1,2.7,,,,,
서울,2013-02-01,-1.2,2.8,54,74.1,2.9,,,,,
서울,2013-03-01,5.1,10.8,49,27.3,3,,,,,
서울,2013-04-01,10,15,54,71.7,3.4,,,,,
서울,2013-05-01,18.2,23.6,58,132,2.9,,,,,
서울,2013-06-01,24.4,29.2,60,28.3,2.2,,,,,
서울,2013-07-01,25.5,28.3,79,676.2,3.4,,,,,
서울,2013-08-01,27.7,31.1,69,148.6,2.8,,,,,
서울,2013-09-01,21.8,25.9,63,138.5,2.2,,,,,
서울,2013-10-01,15.8,21.2,59,13.5,2.5,,,,,
서울,2013-11-01,6.2,10.7,58,46.8,2.7,,,,,
서울,2013-12-01,-0.2,3.5,60,24.7,2.4,,,,,
서울,2014-01-01,-0.7,3.5,50,13,2.4,,,,,
서울,2014-02-01,1.9,6.6,52,16.2,2.7,,,,,
서울,2014-03-01,7.9,13.1,60,7.2,3,,,,,
서울,2014-04-01,14,19.6,60,31,2.8,,,,,
서울,2014-05-01,18.9,25.3,59,63,3.2,,,,,
서울,2014-06-01,23.1,27.8,73,98.1,2.6,,,,,
서울,2014-07-01,26.1,30.6,74,207.9,2.8,,,,,
서울,2014-08-01,25.2,29,77,172.8,2.4,,,,,
서울,2014-09-01,22.1,27,69,88.1,2.1,,,,,
서울,2014-10-01,15.6,21.4,63,52.2,2.4,,,,,
서울,2014-11-01,9,13.8,61,41.5,2.5,,,,,
서울,2014-12-01,-2.9,1.5,56,17.9,2.8,,,,,
서울,2015-01-01,-0.9,3.6,56,11.3,2.6,,,,,
서울,2015-02-01,1,6,59,22.7,2.9,,,,,
서울,2015-03-01,6.3,12.4,45,9.6,3.1,,,,,
서울,2015-04-01,13.3,18.8,55,80.5,3.1,,,,,
서울,2015-05-01,18.9,24.9,53,28.9,3,,,,,
서울,2015-06-01,23.6,29.5,60,99,2.5,,,,,
서울,2015-07-01,25.8,30,71,226,2.8,,,,,
서울,2015-08-01,26.3,30.8,70,72.9,2.4,,,,,
서울,2015-09-01,22.4,28.1,56,26,2.3,,,,,
서울,2015-10-01,15.5,21.2,61,81.5,2.3,,,,,
서울,2015-11-01,8.9,12.7,74,104.6,2.7,,,,,
서울,2015-12-01,1.6,6,60,29.1,2.3,,,,,
서울,2016-01-01,-3.2,1.1,53,1,2.5,,,,,
서울,2016-02-01,0.2,5.1,52,47.6,2.8,,,,,
서울,2016-03-01,7,12.6,51,40.5,2.4,,,,,
서울,2016-04-01,14.1,20.3,55,76.8,2.4,,,,,
서울,2016-05-01,19.6,25.7,56,160.5,2.4,,,,,
서울,2016-06-01,23.6,28.7,63,54.4,2.1,,,,,
서울,2016-07-01,26.2,29.8,73,358.2,2.1,,,,,
서울,2016-08-01,28,32.6,64,67.1,2.1,,,,,
서울,2016-09-01,23.1,27.9,65,33,2,,,,,
서울,2016-10-01,16.1,21.3,62,74.8,2.1,,,,,
서울,2016-11-01,6.8,11.6,57,16.7,2.2,,,,,
서울,2016-12-01,1.2,5.8,59,61.1,2.2,,,,,
서울,2017-01-01,-1.8,2.9,55,14.9,2.3,,,,,
서울,2017-02-01,-0.2,4.8,54,11.1,2.4,,,,,
서울,2017-03-01,6.3,12.3,48,7.9,2.4,,,,,
서울,2017-04-01,13.9,20,52,61.6,2.6,,,,,
서울,2017-05-01,19.5,25.4,52,16.1,2.4,,,,,
서울,2017-06-01,23.3,28.8,57,66.6,2.4,,,,,
서울,2017-07-01,26.9,30.4,77,621,2,,,,,
서울,2017-08-01,25.9,29.7,71,297,2.3,,,,,
서울,2017-09-01,22.1,27.4,61,35,2,,,,,
서울,2017-10-01,16.4,22.5,56,26.5,1.9,,,,,
서울,2017-11-01,5.6,10.5,54,40.7,2.1,,,,,
서울,2017-12-01,-1.9,2.2,56,34.8,1.8,,,,,
서울,2018-01-01,-4,0.1,48,8.5,1.9,,,,,
서울,2018-02-01,-1.6,3.3,45,29.6,2.2,,,,,
서울,2018-03-01,8.1,13.6,59,49.5,1.9,,,,,
서울,2018-04-01,13,18.5,55,130.3,2,,,,,
서울,2018-05-01,18.2,23.3,63,222,1.7,,,,,
서울,2018-06-01,23.1,28.4,63,171.5,1.7,,,,,
서울,2018-07-01,27.8,32.1,68,185.6,1.5,,,,,
서울,2018-08-01,28.8,33.3,65,202.6,1.7,,,,,
서울,2018-09-01,21.5,26,61,68.5,1.6,,,,,
서울,2018-10-01,13.1,18.6,59,120.5,1.5,,,,,
서울,2018-11-01,7.8,13.2,58,79.1,1.4,,,,,
서울,2018-12-01,-0.6,4.1,46,16.4,1.8,,,,,
서울,2019-01-01,-0.9,4.1,46,0,1.8,,,,,
서울,2019-02-01,1,6,47,23.8,1.8,,,,,
서울,2019-03-01,7.1,12.4,51,26.8,2.1,,,,,
서울,2019-04-01,12.1,17.6,51,47.3,1.9,,,,,
서울,2019-05-01,19.4,25.6,47,37.8,2.1,,,,,
서울,2019-06-01,22.5,27.7,61,74,1.7,,,,,
서울,2019-07-01,25.9,30.1,69,194.4,1.8,,,,,
서울,2019-08-01,27.2,31.6,69,190.5,1.6,,,,,
서울,2019-09-01,22.6,27.1,65,139.8,2.2,,,,,
서울,2019-10-01,16.4,21.8,62,55.5,2.1,,,,,
서울,2019-11-01,7.6,12.9,56,78.8,2.2,,,,,
서울,2019-12-01,1.4,5.3,58,22.6,2.1,,,,,
서울,2020-01-01,1.6,5.9,56,60.5,2.1,,,,,
서울,2020-02-01,2.5,7.2,58,53.1,2.3,,,,,
서울,2020-03-01,7.7,13.3,46,16.3,2.5,,,,,
서울,2020-04-01,11.1,16.6,50,16.9,3,,,,,
서울,2020-05-01,18,23.3,67,112.4,2.4,,,,,
서울,2020-06-01,23.9,29,68,139.6,2.3,,,,,
서울,2020-07-01,24.1,28,77,270.4,2.4,,,,,
서울,2020-08-01,26.5,29.3,85,675.7,2.3,,,,,
서울,2020-09-01,21.4,25.6,71,181.5,2.5,,,,,
서울,2020-10-01,14.3,19.5,61,0,2.1,,,,,
서울,2020-11-01,8,12.6,64,120.1,2.2,,,,,
서울,2020-12-01,-0.3,3.9,58,4.6,2.2,,,,,
서울,2021-01-01,-2.4,2.2,58,18.9,2.5,,,,,
서울,2021-02-01,2.7,7.9,56,7.1,2.6,,,,,
서울,2021-03-01,9,14.8,63,110.9,2.4,,,,,
서울,2021-04-01,14.2,19.5,54,124.1,2.6,,,,,
서울,2021-05-01,17.1,21.9,68,183.1,2.4,,,,,
서울,2021-06-01,22.8,27.6,73,104.6,2.2,,,,,
서울,2021-07-01,28.1,32.2,71,168.3,2,,,,,
서울,2021-08-01,25.9,29.7,74,211.2,2.1,,,,,
서울,2021-09-01,22.6,26.9,71,131,2.3,,,,,
서울,2021-10-01,15.6,20.5,70,57,2.1,,,,,
서울,2021-11-01,8.2,13.1,68,62.4,2.1,,,,,
서울,2021-12-01,0.6,5.1,62,7.9,2.3,,,,,
서울,2022-01-01,-2.2,2.6,55,5.5,2.2,,,,,
서울,2022-02-01,-1.1,3.8,55,4.7,2.6,,,,,
서울,2022-03-01,7.7,12.7,62,102.6,2.5,,,,,
서울,2022-04-01,14.8,20.6,55,20.4,2.7,,,,,
서울,2022-05-01,19.1,25,55,7.5,2.6,,,,,
서울,2022-06-01,23.3,27.5,73,393.8,2.5,,,,,
서울,2022-07-01,27.3,31,77,252.3,2.1,,,,,
서울,2022-08-01,25.7,28.9,80,564.8,2.3,,,,,
서울,2022-09-01,22.4,27.2,68,201.5,2.4,,,,,
서울,2022-10-01,14.6,19.7,69,124.1,2.2,,,,,
서울,2022-11-01,10,15.4,65,84.5,2.1,,,,,
서울,2022-12-01,-2.8,1.7,59,13.6,2.3,,,,,
서울,2023-01-01,-1.5,3.2,63,47.9,2.4,,,,,
서울,2023-02-01,2.3,7.3,59,1,2.3,,,,,
서울,2023-03-01,9.8,16.2,51,10.5,2.3,,,,,
서울,2023-04-01,13.8,19,60,96.9,2.5,,,,,
서울,2023-05-01,19.5,25,63,155.6,2.3,,,,,
서울,2023-06-01,23.4,27.9,73,195.6,2.2,,,,,
서울,2023-07-01,26.7,30.2,81,459.9,2.1,,,,,
서울,2023-08-01,27.2,30.8,76,298.1,2.2,,,,,
서울,2023-09-01,23.7,27.6,74,134.5,2,,,,,
서울,2023-10-01,15.8,21,67,31,1.9,,,,,
서울,2023-11-01,6.8,11.5,65,81.9,2.6,,,,,
서울,2023-12-01,1.1,5.2,69,85.9,2.4,,,,,
